"Common name","Scientific name",Subspecies,Recordist,Date,Time,Location,Country,Latitude,Longitude,Elevation,Songtype,Remarks,Back_latin,"Catalogue number",License
"Carrion Crow","Corvus corone",,"Stanislas Wroza",2020-03-21,06:30,"Ville-d'Avray, Hauts-de-Seine, Île-de-France",France,48.8205,2.1781,130,"call, song","

bird-seen:yes

playback-used:no",,536578,//creativecommons.org/licenses/by-nc-sa/4.0/
"Carrion Crow","Corvus corone",,"Marie-Lan Taÿ Pamart",2020-03-09,17:30,"Garden of the botanical school (near  Paris), Arrondissement de Paris, Île-de-France",France,48.8435,2.3594,40,"adult, call, female","Ringed crow W003 (territorial female) clucking during defence display against encroaching neighbours. 

Distance: <3m

Edits: none

Equipment: Sennheiser ME66 + Olympus LS-12

bird-seen:yes

playback-used:no",,533773,//creativecommons.org/licenses/by-sa/4.0/
"Carrion Crow","Corvus corone",,"Marie-Lan Taÿ Pamart",2020-03-09,17:30,"Garden of the botanical school (near  Paris), Arrondissement de Paris, Île-de-France",France,48.8435,2.3594,40,"adult, call, sex uncertain","Ringed crow G276 (territorial, suspected female) giving a burst of 9 caws in defence display against encroaching neighbours.

Distance: <5m

Edits: none

Equipment: Sennheiser ME66 + Olympus LS-12",,533768,//creativecommons.org/licenses/by-sa/4.0/
"Carrion Crow","Corvus corone",corone,"Marie-Lan Taÿ Pamart",2020-01-25,15:00,"Tuileries Garden, Paris, Île-de-France",France,48.8628,2.3298,30,"adult, call, sex uncertain","Adult calling at a foraging site in a public park.

Equipment: Tascam DR-100MkIII + Sennheiser ME66/K6

Edits: none

bird-seen:yes

playback-used:no",,522337,//creativecommons.org/licenses/by-sa/4.0/
"Carrion Crow","Corvus corone",corone,"Marie-Lan Taÿ Pamart",2020-01-12,09:30,"Jardin des Plantes (near  Paris), Arrondissement de Paris, Île-de-France",France,48.8433,2.361,30,"adult, call, male","Bob (adult male in bonded pair) giving a series of 4 click-prefixed caws in territorial warnings to neighbours. 

Distance: <1m

Equipment: Tascam DR-100MkIII + Sennheiser K6/ME66

Edits: none

bird-seen:yes

playback-used:no",,519538,//creativecommons.org/licenses/by-sa/4.0/
"Carrion Crow","Corvus corone",corone,"Marie-Lan Taÿ Pamart",2020-01-08,17:00,"Jardin des Plantes (near  Paris), Arrondissement de Paris, Île-de-France",France,48.8433,2.361,30,"alarm call, begging call, call, juvenile, sex uncertain","Ringed youngster (2cy) G244 whining at a foraging site and getting pounced on by a neighbour (male adult Alfred) with proactive views about territorial defence. The double caw is from the youngster's (foster?) mother, Shun.

Distance: <2m

Equipment: Sennheiser ME66/K6 + Tascam DR-100MkIII

Edits: none

bird-seen:yes

playback-used:no",,518443,//creativecommons.org/licenses/by-sa/4.0/
"Carrion Crow","Corvus corone",corone,"Marie-Lan Taÿ Pamart",2020-01-08,17:00,"Jardin des Plantes (near  Paris), Arrondissement de Paris, Île-de-France",France,48.8433,2.361,30,"alarm call, begging call, call, juvenile, sex uncertain","Ringed youngster (2cy) G244 whining at a foraging site and getting a wallop from his (foster?) father Rei. 

Distance: <2m

Equipment: Sennheiser ME66/K6 + Tascam DR-100MkIII

Edits: none

bird-seen:yes

playback-used:no",,518439,//creativecommons.org/licenses/by-sa/4.0/
"Carrion Crow","Corvus corone",corone,"Marie-Lan Taÿ Pamart",2020-01-08,16:30,"Jardin des Plantes (near  Paris), Arrondissement de Paris, Île-de-France",France,48.8433,2.361,30,"adult, alarm call, female","Ringed adult female W003 in territorial display against intruders. She takes off to confront them at the end of the recording.

Distance: <3m

Equipment: Tascam DR-100MkIII + Sennheiser ME66/K6

Edits: none

bird-seen:yes

playback-used:no",,518423,//creativecommons.org/licenses/by-sa/4.0/
"Carrion Crow","Corvus corone",corone,"Marie-Lan Taÿ Pamart",2020-01-08,11:30,"Jardin des Plantes (near  Paris), Arrondissement de Paris, Île-de-France",France,48.8433,2.361,30,"alarm call, flight call, life stage uncertain, sex uncertain","Roost alarming loudly for an unknown reason.

Background noise: major traffic intersection nearby

Distance: >20m

Equipment: Tascam DR-100mkIII + Sennheiser ME66/K6 + Rycote Super Softie

Edits: none",,518419,//creativecommons.org/licenses/by-sa/4.0/
"Carrion Crow","Corvus corone",corone,"Marie-Lan Taÿ Pamart",2020-01-05,11:00,"Jardin des Plantes (near  Paris), Arrondissement de Paris, Île-de-France",France,48.8433,2.361,30,"adult, alarm call, flight call, sex uncertain","Roost alarm: roost response to the recordists's producing the parabola.

Background: road traffic

Equipment: Dodotronic HiSound -Stéréo (AOM5024L) parabola + Olympus LS-12

Edits: none

bird-seen:yes

playback-used:no",,516957,//creativecommons.org/licenses/by-sa/4.0/
"Carrion Crow","Corvus corone",corone,"Marie-Lan Taÿ Pamart",2020-01-03,11:30,"Jardin des Plantes (near  Paris), Arrondissement de Paris, Île-de-France",France,48.8433,2.361,30,"adult, alarm call, call, clucking, female, male","Bonded pair in territorial display: male cawing, female clucking.

Distance: <2m

Equipment: Tascam DR-100mkIII + Sennheiser ME66/K6 + Rycote Super Softie

Edits: none

bird-seen:yes

playback-used:no",,516263,//creativecommons.org/licenses/by-sa/4.0/
"Carrion Crow","Corvus corone",corone,"Marie-Lan Taÿ Pamart",2020-01-03,11:30,"Jardin des Plantes (near  Paris), Arrondissement de Paris, Île-de-France",France,48.8433,2.361,30,"adult, alarm call, call, clucking, female, male","Bonded pair in territorial display: male cawing, female clucking.

Distance: <2m

Equipment: Tascam DR-100mkIII + Sennheiser ME66/K6 + Rycote Super Softie

Edits: none

bird-seen:yes

playback-used:no",,516262,//creativecommons.org/licenses/by-sa/4.0/
"Carrion Crow","Corvus corone",corone,"Marie-Lan Taÿ Pamart",2019-12-18,13:00,"Jardin des Plantes, Paris, Paris, Île-de-France",France,48.8427,2.3573,40,"alarm call, juvenile, sex uncertain","Ringed crow G244 (1cy) whining amongst other youngsters at a foraging site, then being attacked by fellow youngster G167.

Distance: >2m

Equipment: Tascam DR-100mkIII + Sennheiser ME66/K6 + Rycote Super Softie

Edits: none

bird-seen:yes

playback-used:no",,512537,//creativecommons.org/licenses/by-sa/4.0/
"Carrion Crow","Corvus corone",corone,"Marie-Lan Taÿ Pamart",2019-12-17,16:00,"Paris, Arrondissement de Paris, Île-de-France",France,48.8462,2.3372,50,"call, juvenile, sex uncertain","Ringed crow G172 (1cy) presumably complaining about life to the general public in a public park, no other crow nearby.

Background: loud hubbub from passers-by, backup alarms

Distance: <10m

Equipment: Tascam DR-100mkIII + Sennheiser ME66/K6 + Rycote Super Softie

Edits: none

bird-seen:yes

playback-used:no",,512355,//creativecommons.org/licenses/by-sa/4.0/
"Carrion Crow","Corvus corone",corone,"Marie-Lan Taÿ Pamart",2019-12-14,16:30,"Jardin des Plantes, Paris, Paris, Île-de-France",France,48.8427,2.3573,40,"call, juvenile, sex uncertain","G116 (1cy) cawing and sneezing.

Distance: ~2m

Equipment: Tascam DR-100mkIII + Sennheiser ME66/K6 + Rycote Super Softie

Edits: none

bird-seen:yes

playback-used:no",,511981,//creativecommons.org/licenses/by-sa/4.0/
"Carrion Crow","Corvus corone",corone,"Marie-Lan Taÿ Pamart",2019-12-14,16:30,"Jardin des Plantes, Paris, Paris, Île-de-France",France,48.8427,2.3573,40,"alarm call, call, juvenile, sex uncertain","G116 (1cy) being harassed by other crows from the roost.

Distance: ~2m

Equipment: Tascam DR-100mkIII + Sennheiser ME66/K6 + Rycote Super Softie

Edits: none

bird-seen:yes

playback-used:no",,511980,//creativecommons.org/licenses/by-sa/4.0/
"Carrion Crow","Corvus corone",corone,"Marie-Lan Taÿ Pamart",2019-12-14,16:30,"Jardin des Plantes, Paris, Paris, Île-de-France",France,48.8427,2.3573,40,"adult, alarm call, call, female, male","Territorial display: W003 (nesting female) clucking and Alfred (her mate) click-prefixed bowing caws.

Distance: ~1m

Equipment: Tascam DR-100mkIII + Sennheiser ME66/K6 + Rycote Super Softie

Edits: none

bird-seen:yes

playback-used:no",,511978,//creativecommons.org/licenses/by-sa/4.0/
"Carrion Crow","Corvus corone",corone,"Marie-Lan Taÿ Pamart",2019-12-14,16:30,"Jardin des Plantes, Paris, Paris, Île-de-France",France,48.8427,2.3573,40,"begging call, juvenile, sex uncertain","G244 (1cy youngster from Rei and Shun's 'nursery') whining to beg from Rei (nesting male) and getting kicked. 

Distance: <1m

Equipment: Tascam DR-100mkIII + Sennheiser ME66/K6 + Rycote Super Softie

Edits: none

bird-seen:yes

playback-used:no",,511973,//creativecommons.org/licenses/by-sa/4.0/
"Carrion Crow","Corvus corone",corone,"Marie-Lan Taÿ Pamart",2019-12-14,16:30,"Jardin des Plantes, Paris, Paris, Île-de-France",France,48.8427,2.3573,40,"adult, alarm call, call, male","Rei (nesting male) in click-prefixed territorial cawing against other crows flying overhead. 

Distance: <1m

Equipment: Tascam DR-100mkIII + Sennheiser ME66/K6 + Rycote Super Softie

Edits: none

bird-seen:yes

playback-used:no",,511970,//creativecommons.org/licenses/by-sa/4.0/
"Carrion Crow","Corvus corone",corone,"Marie-Lan Taÿ Pamart",2019-12-14,17:00,"Jardin des Plantes, Paris, Paris, Île-de-France",France,48.8427,2.3573,40,"alarm call","Territorial dispute between nesting pairs and neighbours Alice and Bob vs Chad and Daphne. Clucking from Alice.

Distance: 1-2m

Equipment: Tascam DR-100mkIII + Sennheiser ME66/K6 + Rycote Super Softie

Edits: none

bird-seen:yes

playback-used:no",,511944,//creativecommons.org/licenses/by-sa/4.0/
"Carrion Crow","Corvus corone",corone,"Marie-Lan Taÿ Pamart",2019-12-14,17:00,"Jardin des Plantes, Paris, Paris, Île-de-France",France,48.8427,2.3573,40,"alarm call","Nesting pair Alice and Bob in territorial display against trespassing neighbours Chad and Daphne. First Alice clucking, then Alice and Bob cawing together, Alice clucking again, and Bob cawing.

Distance: <2m

Equipment: Tascam DR-100mkIII + Sennheiser ME66/K6 + Rycote Super Softie

Edits: none

bird-seen:yes

playback-used:no",,511943,//creativecommons.org/licenses/by-sa/4.0/
"Carrion Crow","Corvus corone",corone,"Marie-Lan Taÿ Pamart",2019-12-14,17:00,"Jardin des Plantes, Paris, Paris, Île-de-France",France,48.8427,2.3573,40,"alarm call","Protagonists: nesting pairs and neighbours Alice & Bob vs Chad & Daphne

00h00m00.415s: Bob arrives on the scene

00h00m00.703s: Bob starts bow-cawing; Alice, Chad and Daphne follow suit

00h00m03.829s: Alice continues bow-cawing

00h00m06.000s: All four crows walk/fly away from the uploader

00h00m07.224s: Bowing caws resume, all four crows

00h00m10.095s: Intense staring and strutting around

00h00m15.425s: Alice clucks

00h00m17.211s: Bob caws    

Distance: 1-3m

Equipment: Tascam DR-100mkIII + Sennheiser ME66/K6 + Rycote Super Softie

Edits: none

bird-seen:yes

playback-used:no",,511942,//creativecommons.org/licenses/by-sa/4.0/
"Carrion Crow","Corvus corone",corone,"Marie-Lan Taÿ Pamart",2019-12-08,16:00,"Jardin des Tuileries, Paris, Paris, Île-de-France",France,48.8631,2.3262,30,"begging call, juvenile, sex uncertain","G244 (1cy youngster) stooping and whining softly to beg from nearby Shun (adult female) and getting thoroughly ignored.

Distance: <1m

Equipment: Tascam DR-100mkIII + Sennheiser ME66/K6 + Rycote Super Softie

Edits: none

bird-seen:yes

playback-used:no",,511176,//creativecommons.org/licenses/by-sa/4.0/
"Carrion Crow","Corvus corone",corone,"Marie-Lan Taÿ Pamart",2019-12-08,15:00,"Jardin des Plantes, Paris, Paris, Île-de-France",France,48.8427,2.3573,40,"adult, call, female, male","W070 (in the foreground) and mate W084 (in the background) in territorial display during a dispute in roost territory.

Distance: <5m

Equipment: Tascam DR-100mkIII + Sennheiser ME66/K6 + Rycote Super Softie

Edits: none

bird-seen:yes

playback-used:no",,511133,//creativecommons.org/licenses/by-sa/4.0/
"Carrion Crow","Corvus corone",corone,"Marie-Lan Taÿ Pamart",2019-12-08,15:00,"Jardin des Plantes, Paris, Paris, Île-de-France",France,48.8427,2.3573,40,"adult, call, sex uncertain","W145 giving a prolonged caw, then another crow calling during a territorial dispute in roost territory.

Distance: <5m

Equipment: Tascam DR-100mkIII + Sennheiser ME66/K6 + Rycote Super Softie

Edits: none

bird-seen:yes

playback-used:no",,511132,//creativecommons.org/licenses/by-sa/4.0/
"Carrion Crow","Corvus corone",corone,"Marie-Lan Taÿ Pamart",2019-12-08,15:00,"Jardin des Plantes, Paris, Paris, Île-de-France",France,48.8427,2.3573,40,"adult, call, sex uncertain","W070 in territorial display even though they are roost territory.

Distance: <5m

Equipment: Tascam DR-100mkIII + Sennheiser ME66/K6 + Rycote Super Softie

Edits: none

bird-seen:yes

playback-used:no",,511131,//creativecommons.org/licenses/by-sa/4.0/
"Carrion Crow","Corvus corone",corone,"Marie-Lan Taÿ Pamart",2019-12-08,15:00,"Jardin des Plantes, Paris, Paris, Île-de-France",France,48.8427,2.3573,40,"adult, call, sex uncertain","Two crows from the roost cawing at a feeding opportunity.

Distance: <5m

Equipment: Tascam DR-100mkIII + Sennheiser ME66/K6 + Rycote Super Softie

Edits: none

bird-seen:yes

playback-used:no",,511130,//creativecommons.org/licenses/by-sa/4.0/
"Carrion Crow","Corvus corone",corone,"Marie-Lan Taÿ Pamart",2019-12-07,16:30,"Garden of the botanical school (near  Paris), Arrondissement de Paris, Île-de-France",France,48.8435,2.3594,40,"adult, alarm call, sex uncertain","Click-prefixed territorial display, unringed crow.

Distance: <3m

Equipment: Tascam DR-100MKIII + Sennheiser ME66/K6 + Rycote Super Softie

Edits: none

bird-seen:yes

playback-used:no",,510925,//creativecommons.org/licenses/by-sa/4.0/
"Carrion Crow","Corvus corone",corone,"Marie-Lan Taÿ Pamart",2019-12-05,14:30,"Jardin des Plantes, Paris, Île-de-France",France,48.8439,2.363,40,"alarm call, sex uncertain","Roost alarming loudly for some unseen reason. I missed the beginning.

Distance: >5m

Equipment: Tascam DR-100mkIII + Sennheiser ME66/K6 + Rycote Super Softie

Edits: none

bird-seen:yes

playback-used:no",,510546,//creativecommons.org/licenses/by-sa/4.0/
"Carrion Crow","Corvus corone",corone,"Marie-Lan Taÿ Pamart",2019-12-04,15:30,"Garden of the botanical school (near  Paris), Arrondissement de Paris, Île-de-France",France,48.8435,2.3594,40,"adult, alarm call, female","Territorial display: caws + clicks made by Alice (adult female) whilst defending her territory with mate Bob against encroaching neighbours.

Distance: <1m

Equipment: Tascam DR-100mkIII + Sennheiser ME66/K6 + Rycote Super Softie

Edits: none

bird-seen:yes

playback-used:no",,509842,//creativecommons.org/licenses/by-sa/4.0/
"Carrion Crow","Corvus corone",corone,"Marie-Lan Taÿ Pamart",2019-12-04,15:30,"Garden of the botanical school (near  Paris), Arrondissement de Paris, Île-de-France",France,48.8435,2.3594,40,"adult, alarm call, clucking, female","2×2 clucking sounds made by Alice (adult female) whilst defending her territory with mate Bob against encroaching neighbours.

Distance: <1m

Equipment: Tascam DR-100mkIII + Sennheiser ME66/K6 + Rycote Super Softie

Edits: none

bird-seen:yes

playback-used:no",,509841,//creativecommons.org/licenses/by-sa/4.0/
"Carrion Crow","Corvus corone",corone,"Marie-Lan Taÿ Pamart",2019-12-04,15:30,"Garden of the botanical school (near  Paris), Arrondissement de Paris, Île-de-France",France,48.8435,2.3594,40,"adult, alarm call, female","Territorial display: W003 (adult female) giving a four-caw warning to encroaching neighbours.

Distance: >2m

Equipment: Tascam DR-100mkIII + Sennheiser ME66/K6 + Rycote Super Softie

Edits: none


bird-seen:yes

playback-used:no",,509838,//creativecommons.org/licenses/by-sa/4.0/
"Carrion Crow","Corvus corone",corone,"Marie-Lan Taÿ Pamart",2019-11-23,17:00,"Botanical school, Jardin des Plantes, Paris, Île-de-France",France,48.8435,2.3594,40,"adult, call, female, male","Alfred (adult male) giving bowing calls and W003 (adult female) clucking whilst defending their territory against intruders.

Distance: <2m

Equipment: Tascam DR-100mkIII + Sennheiser ME66/K6 + Rycote Super Softie

Edits: none

bird-seen:yes

playback-used:no","Larus argentatus",507919,//creativecommons.org/licenses/by-sa/4.0/
"Carrion Crow","Corvus corone",corone,"Marie-Lan Taÿ Pamart",2019-09-30,18:30,"Botanical school, Jardin des Plantes, Paris, Île-de-France",France,48.8435,2.3594,40,"alarm call, female, male","Mated pair W003 (female) and Alfred (male) alarming during territorial display against trespassing neighbours Rei (male) and Shun (female). In order of appearance: Rei and Shun (in the background), W003 (clucking) and Alfred (bobbing call).

Background noises: distant traffic and aerial metro

Distance: <2m

Equipment: Tascam DR-100mkIII + Sennheiser ME66/K6 + Rycote Super Softie

Edits: -6dB high-pass filter at 200Hz

bird-seen:yes

playback-used:no",,500636,//creativecommons.org/licenses/by-sa/4.0/
"Carrion Crow","Corvus corone",corone,"Marie-Lan Taÿ Pamart",2019-09-30,19:00,"Botanical school, Jardin des Plantes, Paris, Île-de-France",France,48.8435,2.3594,40,"alarm call, female","Ringed Carrion Crow W003 (nesting female) clucking during territorial display against trespassing neighbours.

Distance: ~1m

Equipment: Tascam DR-100mkIII + Sennheiser ME66/K6 + Rycote Super Softie

Edits: -6dB high-pass filter at 200Hz

bird-seen:yes

playback-used:no",,500631,//creativecommons.org/licenses/by-sa/4.0/
"Carrion Crow","Corvus corone",corone,"Marie-Lan Taÿ Pamart",2019-09-30,19:00,"Botanical school, Jardin des Plantes, Paris, Île-de-France",France,48.8435,2.3594,40,"alarm call, female","Ringed Carrion Crow W003 (nesting female) in territorial display against trespassing neighbours whilst holding a peanut in her beak.

Distance: >5m

Equipment: Tascam DR-100mkIII + Sennheiser ME66/K6 + Rycote Super Softie

Edits: -6dB high-pass filter at 200Hz

bird-seen:yes

playback-used:no",,500630,//creativecommons.org/licenses/by-sa/4.0/
"Carrion Crow","Corvus corone",corone,"Marie-Lan Taÿ Pamart",2019-08-01,16:00,"Botanical school, Jardin des Plantes, Paris, Île-de-France",France,48.8435,2.3594,40,"alarm call, female","Shun (adult female) defending her territory by cawing and clucking from the ground at intruders flying overhead.

Background noise: foraging noises

Distance: <4m

Equipment: Tascam DR-100mkIII + Sennheiser ME66/K6 + Rycote Super Softie

Edits: -6dB high-pass filter at 400Hz

bird-seen:yes

playback-used:no",,491193,//creativecommons.org/licenses/by-sa/4.0/
"Carrion Crow","Corvus corone",corone,"Marie-Lan Taÿ Pamart",2019-08-01,16:00,"Botanical school, Jardin des Plantes, Paris, Île-de-France",France,48.8435,2.3594,40,"begging call, juvenile","Two fledgelings from  Shun' and Rei's little troop, aged 10-12 weeks, begging and moaning softly whilst foraging on the ground.

Background noise: humans chatting nearby

Distance: <2m

Equipment: Tascam DR-100mkIII + Sennheiser ME66/K6 + Rycote Super Softie

Edits: -6dB high-pass filter at 400Hz

bird-seen:yes

playback-used:no",,491082,//creativecommons.org/licenses/by-sa/4.0/
